,First word,Second word,Third word,Faculty,Admission probability,Relatives graduated this faculty,Plans to work in this field,Preparation for admission,Math,Russian language,Social science,Foreign language,History,Probability of other faculties admission,Pay for university possibility,Student loan,Age,Sex,Financial situation of the family,Number of foreign languages,First foreign language,Second foreign language,Third foreign language,Fourth foreign language,Family social class
1253,хороший преподавательский состав, хорошая квалификация,,Высшая школа государственного аудита факультет,7,no,1.0,1,44,85,70,85,55,7,1.0,2,17,2,4,1,английский,,,,3
1254,стабильный, нужный, престижных,Юридический факультет,9,no,2.0,7,72,82,95,94,54,3,2.0,2,17,2,5,1,английский,,,,6
1255,интересный,нужный,базовый,Социологический факультет,9,no,2.0,1,63,84,93,82,65,7,2.0,2,18,2,5,1,английский,,,,2
1256,инересный, познавательный, необычный,Филологический факультет,9,no,2.0,3,56,79,80,80,64,8,3.0,1,17,2,5,1,английский,,,,3
1257,базисный, фундаментальный, разносторонний,Филологический факультет,8,no,1.0,1,44,87,66,54,59,7,3.0,1,16,2,3,1,английский,,,,7
1258,новый неизвестный неопределенный,,,Факультет биоинженерии и биоинформатики,10,no,2.0,7,65,95,82,55,94,5,1.0,2,18,1,5,1,английский,,,,2
1259,престижный,перспективный, интересный,Юридический факультет,7,no,2.0,7,48,51,59,65,55,7,2.0,3,17,2,6,1,английский,,,,3
1260,красивый , хороший, замечательный,Юридический факультет,5,no,2.0,1,98,100,44,95,63,8,2.0,2,16,1,4,1,английский,,,,2
1261,интересный, сложный, познавательный,Физический факультет,8,no,2.0,7,68,84,93,56,55,8,1.0,2,18,2,2,1,английский,,,,2
1262,интеллигентный,нравственный,интересный,Филологический факультет,9,no,2.0,1,74,90,83,55,54,7,1.0,2,18,2,5,1,английский,,,,3
1263,экономика,,,Экономический факультет,6,no,2.0,5,70,95,46,90,65,6,2.0,3,23,1,6,1,английский,,,,3
1264,незнакомый, красивый, новый,Социологический факультет,10,no,2.0,1,85,100,83,54,65,6,1.0,2,17,2,6,1,английский,,,,4
1265,крутой,строгий, правовой,Юридический факультет,7,no,1.0,1,32,84,66,70,66,7,1.0,3,18,1,6,1,английский,,,,3
1266,умный, популярный, мастерный,Факультет государственного управления,4,no,2.0,1,52,82,80,88,96,6,1.0,2,17,1,4,1,английский,,,,3
1267,научный, престижный, патетичный,Юридический факультет,7,no,2.0,1,77,98,67,92,45,7,2.0,3,17,2,4,1,английский,,,,3
1268,перспективный,надежный,интересный,Экономический факультет,6,no,2.0,"1, 3",77,87,85,84,65,7,2.0,2,18,1,3,1,английский,,,,3
1269,престижный, умный, впечатляющий,Экономический факультет,10,no,1.0,1,52,84,66,87,93,4,1.0,3,17,1,6,1,английский,,,,2
1270,перспективный, хороший, замечательный,Юридический факультет,5,no,1.0,1,63,95,66,93,57,5,2.0,2,17,2,6,1,английский,,,,3
1271,интересный, дорогой, перспективный,Высшая школа перевода факультет,10,no,2.0,1,74,82,56,54,61,10,2.0,3,18,1,5,1,английский,,,,3
1272,интересный, престижный, крутой,Высшая школа перевода факультет,4,no,4.0,5,55,72,45,65,54,7,1.0,2,17,2,4,1,английский,,,,4
1273,экономика,,,Экономический факультет,5,no,2.0,2,79,73,68,74,63,6,1.0,3,17,2,6,1,английский,,,,3
1274,молодой, молодёжный, творческий,Социологический факультет,5,no,2.0,3,96,87,66,80,55,6,1.0,3,17,2,3,1,английский,,,,3
1275,ответственный,справедливый,законный,Юридический факультет,4,no,2.0,1,81,95,56,84,54,6,2.0,2,17,1,6,1,английский,,,,2
1276,извественный,,,Юридический факультет,5,no,2.0,1,68,82,66,64,57,7,1.0,2,18,1,6,1,английский,,,,3
1277,сложный, правовой, прочный,Юридический факультет,5,no,1.0,1,79,90,68,85,61,6,2.0,3,21,1,5,1,английский,,,,3
1278,хороший,сложный,,Экономический факультет,7,no,2.0,2,70,82,90,84,54,8,2.0,3,18,2,4,1,английский,,,,2
1279,популярный, умный, интересный,Факультет государственного управления,6,no,1.0,1,60,76,90,63,63,5,2.0,3,17,1,6,1,английский,,,,2
1281,интересный, перспективный, уникальный,Химический факультет,6,no,1.0,1,56,98,66,72,54,5,1.0,2,17,2,5,1,английский,,,,3
1282,прекрасный, весёлый,,Филологический факультет,5,no,2.0,1,72,84,69,84,65,5,1.0,2,17,2,4,1,английский,,,,2
1283,широкий,интересный, перспективный,Филологический факультет,10,no,2.0,1,74,87,60,85,70,10,1.0,2,18,2,5,1,английский,,,,2
1284,интересный,престижный,трудный,Филологический факультет,4,no,1.0,2,88,95,66,98,89,8,1.0,2,17,2,6,1,английский,,,,3
1285,новый,современный,технический,Факультет наук о материалах,10,no,2.0,1,45,70,68,65,67,8,1.0,1,17,2,3,1,английский,,,,1
1287,качественный, престижный, сильный,Юридический факультет,5,no,2.0,7,45,70,68,65,67,8,1.0,3,17,1,5,1,английский,,,,4
1288,престижный, интересный, важный,Юридический факультет,8,no,4.0,1,52,82,83,78,63,9,3.0,3,17,1,5,1,английский,,,,3
1289,престижный,сбоготой историей,,Юридический факультет,5,no,2.0,"1, 2, 3, 5",82,98,88,74,100,7,3.0,2,17,1,5,1,английский,,,,3
1290,любимый , желанный , досягаемый,Социологический факультет,7,no,4.0,1,56,87,56,71,67,9,2.0,3,17,1,5,1,английский,,,,3
1291,дорогой, далекий, достигаемый,Факультет политологии,8,no,5.0,1,60,66,57,45,55,1,2.0,2,17,2,4,1,английский,,,,2
1292,социологический,крутой,оригинальный,Социологический факультет,9,no,1.0,1,78,82,75,82,85,10,1.0,3,18,1,5,1,английский,,,,3
